"id_muni2015","name_muni2015_en","name_muni2015_jp","totalpop1980","totalpop1985","totalpop1990","totalpop1995","totalpop2000","totalpop2005","totalpop2010","totalpop2015","totalpop2020"
"7201","Fukushima-shi, Fukushima","福島県 福島市","270487","278229","284768","292696","297894","297357","292590","294247","282693"
"7202","Aizuwakamatsu-shi, Fukushima","福島県 会津若松市","130883","134912","136336","137065","135415","131389","126220","124062","117376"
"7203","Koriyama-shi, Fukushima","福島県 郡山市","286451","301673","314642","326833","334824","338834","338712","335444","327692"
"7204","Iwaki-shi, Fukushima","福島県 いわき市","342074","350569","355812","360598","360138","354492","342249","350237","332931"
"7205","Shirakawa-shi, Fukushima","福島県 白河市","60253","62596","63839","65155","66048","65707","64704","61913","59491"
"7207","Sukagawa-shi, Fukushima","福島県 須賀川市","69553","71202","73107","77020","79409","80364","79267","77441","74992"
"7208","Kitakata-shi, Fukushima","福島県 喜多方市","60456","60411","59817","59554","58571","56396","52356","49377","44760"
"7209","Soma-shi, Fukushima","福島県 相馬市","38332","39346","39134","39449","38842","38630","37817","38556","34865"
"7210","Nihommatsu-shi, Fukushima","福島県 二本松市","66709","67154","66988","67269","66077","63178","59871","58162","53557"
"7211","Tamura-shi, Fukushima","福島県 田村市","48932","48057","46758","46129","45052","43253","40422","38503","35169"
"7212","Minamisoma-shi, Fukushima","福島県 南相馬市","74296","77139","77253","77860","75246","72837","70878","57797","59005"
"7213","Date-shi, Fukushima","福島県 伊達市","74186","74626","74200","73305","71817","69289","66027","62400","58240"
"7214","Motomiya-shi, Fukushima","福島県 本宮市","27732","28531","29144","30682","31541","31367","31489","30924","30236"
"7301","Kori-machi, Date-gun, Fukushima","福島県 伊達郡 桑折町","14901","14918","14692","14221","13700","13411","12853","12271","11459"
"7303","Kunimi-machi, Date-gun, Fukushima","福島県 伊達郡 国見町","12050","12010","11888","11736","11198","10692","10086","9512","8639"
"7308","Kawamata-machi, Date-gun, Fukushima","福島県 伊達郡 川俣町","21099","20864","20001","19043","17751","17034","15569","14452","12170"
"7322","Otama-mura, Adachi-gun, Fukushima","福島県 安達郡 大玉村","7837","7979","8163","8339","8407","8464","8574","8679","8900"
"7342","Kagamiishi-machi, Iwase-gun, Fukushima","福島県 岩瀬郡 鏡石町","11437","11883","12130","12378","12743","12746","12815","12486","12318"
"7344","Tenei-mura, Iwase-gun, Fukushima","福島県 岩瀬郡 天栄村","6820","6878","6964","7153","6889","6486","6291","5611","5194"
"7362","Shimogo-machi, Minamiaizu-gun, Fukushima","福島県 南会津郡 下郷町","10025","9033","8537","7951","7579","7053","6461","5800","5264"
"7364","Hinoemata-mura, Minamiaizu-gun, Fukushima","福島県 南会津郡 檜枝岐村","765","735","702","727","757","706","636","615","504"
"7367","Tadami-machi, Minamiaizu-gun, Fukushima","福島県 南会津郡 只見町","7271","6731","6170","5804","5557","5284","4932","4470","4044"
"7368","Minamiaizu-machi, Minamiaizu-gun, Fukushima","福島県 南会津郡 南会津町","24119","23288","22548","22059","21095","19870","17864","16264","14451"
"7402","Kitashiobara-mura, Yama-gun, Fukushima","福島県 耶麻郡 北塩原村","3869","3749","3812","3859","3644","3475","3185","2831","2556"
"7405","Nishiaizu-machi, Yama-gun, Fukushima","福島県 耶麻郡 西会津町","11490","10701","10122","9845","9075","8237","7366","6582","5770"
"7407","Bandai-machi, Yama-gun, Fukushima","福島県 耶麻郡 磐梯町","4501","4391","4338","4357","4109","3951","3761","3579","3322"
"7408","Inawashiro-machi, Yama-gun, Fukushima","福島県 耶麻郡 猪苗代町","19717","19146","18839","18874","18178","17009","15805","15037","13552"
"7421","Aizubange-machi, Kawanuma-gun, Fukushima","福島県 河沼郡 会津坂下町","20504","20431","20332","20083","19426","18274","17360","16303","15068"
"7422","Yugawa-mura, Kawanuma-gun, Fukushima","福島県 河沼郡 湯川村","3789","3811","3683","3642","3601","3570","3364","3206","3081"
"7423","Yanaizu-machi, Kawanuma-gun, Fukushima","福島県 河沼郡 柳津町","5678","5519","5343","5136","4669","4260","4009","3536","3081"
"7444","Mishima-machi, Onuma-gun, Fukushima","福島県 大沼郡 三島町","3389","3180","2883","2674","2474","2250","1926","1668","1452"
"7445","Kaneyama-machi, Onuma-gun, Fukushima","福島県 大沼郡 金山町","4790","4282","3945","3511","3204","2834","2462","2189","1862"
"7446","Showa-mura, Onuma-gun, Fukushima","福島県 大沼郡 昭和村","2629","2374","2167","2025","1874","1632","1500","1322","1246"
"7447","Aizumisato-machi, Onuma-gun, Fukushima","福島県 大沼郡 会津美里町","27945","27705","27211","27039","26172","24741","22737","20913","19014"
"7461","Nishigo-mura, Nishishirakawa-gun, Fukushima","福島県 西白河郡 西郷村","12744","14622","16194","17920","18642","19494","19767","20322","20808"
"7464","Izumizaki-mura, Nishishirakawa-gun, Fukushima","福島県 西白河郡 泉崎村","5577","5834","6656","6924","6823","6761","6802","6495","6213"
"7465","Nakajima-mura, Nishishirakawa-gun, Fukushima","福島県 西白河郡 中島村","4448","4681","4885","5128","5274","5174","5154","5001","4885"
"7466","Yabuki-machi, Nishishirakawa-gun, Fukushima","福島県 西白河郡 矢吹町","17578","18249","18642","19075","18892","18735","18407","17370","17287"
"7481","Tanagura-machi, Higashishirakawa-gun, Fukushima","福島県 東白川郡 棚倉町","16105","16510","16606","16547","16376","15795","15062","14295","13343"
"7482","Yamatsuri-machi, Higashishirakawa-gun, Fukushima","福島県 東白川郡 矢祭町","8074","7918","7596","7409","7062","6740","6348","5950","5392"
"7483","Hanawa-machi, Higashishirakawa-gun, Fukushima","福島県 東白川郡 塙町","12060","12166","11926","11743","11296","10619","9884","9157","8302"
"7484","Samegawa-mura, Higashishirakawa-gun, Fukushima","福島県 東白川郡 鮫川村","5537","5423","5219","4957","4602","4322","3989","3577","3049"
"7501","Ishikawa-machi, Ishikawa-gun, Fukushima","福島県 石川郡 石川町","21731","21727","21534","21026","19914","18921","17775","15880","14644"
"7502","Tamakawa-mura, Ishikawa-gun, Fukushima","福島県 石川郡 玉川村","7431","7505","7631","7593","7680","7602","7231","6777","6392"
"7503","Hirata-mura, Ishikawa-gun, Fukushima","福島県 石川郡 平田村","8804","8738","8523","8322","7910","7538","6921","6505","5826"
"7504","Asakawa-machi, Ishikawa-gun, Fukushima","福島県 石川郡 浅川町","7488","7621","7727","7625","7484","7272","6888","6577","6036"
"7505","Furudono-machi, Ishikawa-gun, Fukushima","福島県 石川郡 古殿町","7879","7860","7617","7348","6818","6511","6030","5373","4825"
"7521","Miharu-machi, Tamura-gun, Fukushima","福島県 田村郡 三春町","19047","18987","19205","20124","19976","19194","18191","18304","17018"
"7522","Ono-machi, Tamura-gun, Fukushima","福島県 田村郡 小野町","14085","13854","13431","13306","12555","12105","11202","10475","9471"
"7541","Hirono-machi, Futaba-gun, Fukushima","福島県 双葉郡 広野町","5335","5323","5591","5767","5813","5533","5418","4319","5412"
"7542","Naraha-machi, Futaba-gun, Fukushima","福島県 双葉郡 楢葉町","8366","8422","8322","8476","8380","8188","7700","975","3710"
"7543","Tomioka-machi, Futaba-gun, Fukushima","福島県 双葉郡 富岡町","14941","15895","15861","16033","16173","15910","16001","0","2128"
"7544","Kawauchi-mura, Futaba-gun, Fukushima","福島県 双葉郡 川内村","4132","4020","3933","3797","3384","3125","2820","2021","2044"
"7545","Okuma-machi, Futaba-gun, Fukushima","福島県 双葉郡 大熊町","9296","9988","10304","10656","10803","10992","11515","0","847"
"7546","Futaba-machi, Futaba-gun, Fukushima","福島県 双葉郡 双葉町","8017","8219","8182","7990","7647","7170","6932","0","NA"
"7547","Namie-machi, Futaba-gun, Fukushima","福島県 双葉郡 浪江町","22601","23595","23515","23245","22609","21615","20905","0","1923"
"7548","Katsurao-mura, Futaba-gun, Fukushima","福島県 双葉郡 葛尾村","1992","2012","1866","1831","1736","1625","1531","18","420"
"7561","Shinchi-machi, Soma-gun, Fukushima","福島県 相馬郡 新地町","8704","8876","8904","9093","9017","8584","8224","8218","7905"
"7564","Iitate-mura, Soma-gun, Fukushima","福島県 相馬郡 飯舘村","8331","8206","7920","7586","7093","6722","6209","41","1318"
"8201","Mito-shi, Ibaraki","茨城県 水戸市","239742","253744","260456","261275","261562","262603","268750","270783","270685"
"8202","Hitachi-shi, Ibaraki","茨城県 日立市","215498","218111","215069","212304","206589","199218","193129","185054","174508"
"8203","Tsuchiura-shi, Ibaraki","茨城県 土浦市","121300","129236","137053","141862","144106","144060","143839","140804","142074"
"8204","Koga-shi, Ibaraki","茨城県 古河市","117691","129842","139239","146010","146452","145265","142995","140946","139344"
"8205","Ishioka-shi, Ibaraki","茨城県 石岡市","76137","78214","80035","83398","83119","81887","79687","76020","73061"
"8207","Yuki-shi, Ibaraki","茨城県 結城市","49387","52283","53288","53777","52774","52460","52494","51594","50645"
"8208","Ryugasaki-shi, Ibaraki","茨城県 龍ケ崎市","43132","48857","57238","69163","76923","78950","80334","78342","76420"
"8210","Shimotsuma-shi, Ibaraki","茨城県 下妻市","39337","41506","42704","45466","46544","46435","44987","43293","42521"
"8211","Joso-shi, Ibaraki","茨城県 常総市","60809","63247","64344","66029","66245","66536","65320","61483","60834"
"8212","Hitachiota-shi, Ibaraki","茨城県 常陸太田市","59503","59273","59758","61525","61869","59802","56250","52294","48602"
"8214","Takahagi-shi, Ibaraki","茨城県 高萩市","32436","33968","35320","35604","34602","32932","31017","29638","27699"
"8215","Kitaibaraki-shi, Ibaraki","茨城県 北茨城市","47670","51035","51093","52074","51593","49645","47026","44412","41801"
"8216","Kasama-shi, Ibaraki","茨城県 笠間市","73070","75963","77782","80903","82358","81497","79409","76739","73173"
"8217","Toride-shi, Ibaraki","茨城県 取手市","97715","108365","114409","118282","115993","111327","109651","106570","104524"
"8219","Ushiku-shi, Ibaraki","茨城県 牛久市","40164","51926","60693","66338","73258","77223","81684","84317","84651"
"8220","Tsukuba-shi, Ibaraki","茨城県 つくば市","127402","150074","168466","182327","191814","200528","214590","226963","241656"
"8221","Hitachinaka-shi, Ibaraki","茨城県 ひたちなか市","125945","135774","142402","146750","151673","153639","157060","155689","156581"
"8222","Kashima-shi, Ibaraki","茨城県 鹿嶋市","51355","55924","59092","60667","62287","64435","66093","67879","66950"
"8223","Itako-shi, Ibaraki","茨城県 潮来市","29075","30421","30863","32133","31944","31524","30534","29111","27604"
"8224","Moriya-shi, Ibaraki","茨城県 守谷市","17585","23856","36427","45821","50362","53700","62482","64753","68421"
"8225","Hitachiomiya-shi, Ibaraki","茨城県 常陸大宮市","50332","50226","49670","49561","48964","47808","45178","42587","39267"
"8226","Naka-shi, Ibaraki","茨城県 那珂市","44768","47388","51078","54178","55069","54705","54240","54276","53502"
"8227","Chikusei-shi, Ibaraki","茨城県 筑西市","110846","114906","117805","118078","116120","112581","108527","104573","100753"
"8228","Bando-shi, Ibaraki","茨城県 坂東市","55204","57647","58699","59738","58673","57516","56114","54087","52265"
"8229","Inashiki-shi, Ibaraki","茨城県 稲敷市","43257","44454","45326","51652","51284","49689","46895","42810","39039"
"8230","Kasumigaura-shi, Ibaraki","茨城県 かすみがうら市","38797","41306","43013","45288","45229","44603","43553","42147","40087"
"8231","Sakuragawa-shi, Ibaraki","茨城県 桜川市","51171","51766","51880","51972","50334","48400","45673","42632","39122"
"8232","Kamisu-shi, Ibaraki","茨城県 神栖市","67364","72533","77596","83171","87626","91867","94795","94522","95454"
"8233","Namegata-shi, Ibaraki","茨城県 行方市","42660","43074","42990","42390","41465","40035","37611","34909","32185"
"8234","Hokota-shi, Ibaraki","茨城県 鉾田市","47731","49056","50123","50857","50915","51054","50156","48147","45953"
"8235","Tsukubamirai-shi, Ibaraki","茨城県 つくばみらい市","32917","36776","38537","40495","40532","40174","44461","49136","49872"
"8236","Omitama-shi, Ibaraki","茨城県 小美玉市","44371","46520","48200","52041","53406","53265","52279","50911","48870"
"8302","Ibaraki-machi, Higashiibaraki-gun, Ibaraki","茨城県 東茨城郡 茨城町","32901","35158","35651","35741","35296","35008","34513","32921","31401"
"8309","Oarai-machi, Higashiibaraki-gun, Ibaraki","茨城県 東茨城郡 大洗町","21244","21047","20745","20446","19957","19205","18328","16886","15715"
"8310","Shirosato-machi, Higashiibaraki-gun, Ibaraki","茨城県 東茨城郡 城里町","20461","20437","20721","21979","23007","22993","21491","19800","18097"
"8341","Tokai-mura, Naka-gun, Ibaraki","茨城県 那珂郡 東海村","29197","31065","31557","32727","34333","35450","37438","37713","37891"
"8364","Daigo-machi, Kuji-gun, Ibaraki","茨城県 久慈郡 大子町","29524","28230","27067","25604","23982","22103","20073","18053","15736"
"8442","Miho-mura, Inashiki-gun, Ibaraki","茨城県 稲敷郡 美浦村","13509","14162","14348","17767","18219","18118","17299","15842","14602"
"8443","Ami-machi, Inashiki-gun, Ibaraki","茨城県 稲敷郡 阿見町","33720","37670","42192","45652","46922","47994","47940","47535","48553"
"8447","Kawachi-machi, Inashiki-gun, Ibaraki","茨城県 稲敷郡 河内町","11516","11284","11201","11726","11502","10959","10172","9168","8231"
"8521","Yachiyo-machi, Yuki-gun, Ibaraki","茨城県 結城郡 八千代町","22845","24029","24351","25008","24352","23609","23106","22021","21026"
"8542","Goka-machi, Sashima-gun, Ibaraki","茨城県 猿島郡 五霞町","8645","8593","9468","10312","10218","9873","9410","8786","8093"
"8546","Sakai-machi, Sashima-gun, Ibaraki","茨城県 猿島郡 境町","25696","26297","26922","27237","27171","26468","25714","24517","24201"
"8564","Tone-machi, Kitasoma-gun, Ibaraki","茨城県 北相馬郡 利根町","14378","19762","20511","20202","19033","18024","17473","16313","15340"
"9201","Utsunomiya-shi, Tochigi","栃木県 宇都宮市","408908","439551","465162","477215","487560","502396","511739","518594","518757"
"9202","Ashikaga-shi, Tochigi","栃木県 足利市","165756","167656","167686","165828","163140","159756","154530","149452","144746"
"9203","Tochigi-shi, Tochigi","栃木県 栃木市","168423","172613","174717","174305","171755","168763","164024","159211","155549"
"9204","Sano-shi, Tochigi","栃木県 佐野市","124331","126287","128276","128099","125671","123926","121249","118919","116228"
"9205","Kanuma-shi, Tochigi","栃木県 鹿沼市","95999","98820","101098","104019","104764","104148","102348","98374","94033"
"9206","Nikko-shi, Tochigi","栃木県 日光市","97515","96634","96859","99988","98143","94291","90066","83386","77661"
"9208","Oyama-shi, Tochigi","栃木県 小山市","127226","134242","142262","150115","155198","160150","164454","166760","166666"
"9209","Moka-shi, Tochigi","栃木県 真岡市","69967","74551","79228","80643","81530","83002","82289","79539","78190"
"9210","Otawara-shi, Tochigi","栃木県 大田原市","71276","74033","76406","77063","78993","79023","77729","75457","72087"
"9211","Yaita-shi, Tochigi","栃木県 矢板市","32747","34582","35603","36650","36466","35685","35343","33354","31165"
"9213","Nasushiobara-shi, Tochigi","栃木県 那須塩原市","85436","91376","97771","105127","110828","115032","117812","117146","115210"
"9214","Sakura-shi, Tochigi","栃木県 さくら市","34820","35867","36543","38289","40030","41383","44768","44901","44513"
"9215","Nasukarasuyama-shi, Tochigi","栃木県 那須烏山市","33562","33854","33699","33535","32790","31152","29206","27047","24875"
"9216","Shimotsuke-shi, Tochigi","栃木県 下野市","43641","44912","46673","54709","57447","59132","59483","59431","59507"
"9301","Kaminokawa-machi, Kawachi-gun, Tochigi","栃木県 河内郡 上三川町","24597","25229","27300","27700","29421","31592","31621","31046","30806"
"9342","Mashiko-machi, Haga-gun, Tochigi","栃木県 芳賀郡 益子町","22104","23395","24317","25255","25685","25080","24348","23281","21898"
"9343","Motegi-machi, Haga-gun, Tochigi","栃木県 芳賀郡 茂木町","20051","19656","18934","18532","17466","16403","15018","13188","11891"
"9344","Ichikai-machi, Haga-gun, Tochigi","栃木県 芳賀郡 市貝町","10459","10821","11481","12546","12441","12401","12094","11720","11262"
"9345","Haga-machi, Haga-gun, Tochigi","栃木県 芳賀郡 芳賀町","16669","17161","17610","17424","16988","16367","16030","15189","14961"
"9361","Mibu-machi, Shimotsuga-gun, Tochigi","栃木県 下都賀郡 壬生町","35037","37573","39588","39823","39853","40107","39605","39951","39474"
"9364","Nogi-machi, Shimotsuga-gun, Tochigi","栃木県 下都賀郡 野木町","16454","18983","23676","26489","26674","25907","25720","25292","24913"
"9384","Shioya-machi, Shioya-gun, Tochigi","栃木県 塩谷郡 塩谷町","14930","15148","14898","14729","14171","13462","12560","11495","10354"
"9386","Takanezawa-machi, Shioya-gun, Tochigi","栃木県 塩谷郡 高根沢町","22765","23662","26328","27785","29777","30915","30436","29639","29229"
"9407","Nasu-machi, Nasu-gun, Tochigi","栃木県 那須郡 那須町","26824","26789","26670","26748","27027","26693","26765","24919","23956"
"9411","Nakagawa-machi, Nasu-gun, Tochigi","栃木県 那須郡 那珂川町","22704","22671","22383","21774","20999","19865","18446","16964","15215"
"10201","Maebashi-shi, Gunma","群馬県 前橋市","311121","325304","335704","338845","341738","340904","340291","336154","332149"
"10202","Takasaki-shi, Gunma","群馬県 高崎市","323403","338297","346933","353879","358465","364919","371302","370884","372973"
"10203","Kiryu-shi, Gunma","群馬県 桐生市","147744","146825","142838","138193","134298","128037","121704","114714","106445"
"10204","Isesaki-shi, Gunma","群馬県 伊勢崎市","159069","168559","175254","184420","194393","202447","207221","208814","211850"
"10205","Ota-shi, Gunma","群馬県 太田市","175381","189931","197139","203599","210022","213299","216465","219807","223014"
"10206","Numata-shi, Gunma","群馬県 沼田市","56828","56569","56099","56344","55278","53177","51265","48676","45337"
"10207","Tatebayashi-shi, Gunma","群馬県 館林市","70245","75141","76221","76857","79371","79454","78608","76667","75309"
"10208","Shibukawa-shi, Gunma","群馬県 渋川市","88838","90052","91094","91162","89795","87469","83330","78391","74581"
"10209","Fujioka-shi, Gunma","群馬県 藤岡市","63594","66124","69413","70528","70220","69288","67975","65708","63261"
"10210","Tomioka-shi, Gunma","群馬県 富岡市","53200","53768","54259","54435","54401","53765","52070","49746","47446"
"10211","Annaka-shi, Gunma","群馬県 安中市","62274","63406","64326","64853","64893","63179","61077","58531","54907"
"10212","Midori-shi, Gunma","群馬県 みどり市","44064","46743","49502","50983","51266","52115","51899","50906","49648"
"10344","Shinto-mura, Kitagumma-gun, Gunma","群馬県 北群馬郡 榛東村","10030","10753","11358","12551","13334","14158","14370","14329","14216"
"10345","Yoshioka-machi, Kitagumma-gun, Gunma","群馬県 北群馬郡 吉岡町","11501","12488","13672","15171","16504","18060","19801","21080","21792"
"10366","Ueno-mura, Tano-gun, Gunma","群馬県 多野郡 上野村","2309","1968","1711","1586","2285","1535","1306","1230","1128"
"10367","Kanna-machi, Tano-gun, Gunma","群馬県 多野郡 神流町","5469","4746","4159","3644","3210","2757","2352","1954","1645"
"10382","Shimonita-machi, Kanra-gun, Gunma","群馬県 甘楽郡 下仁田町","15228","14237","13683","12266","11171","10144","8911","7564","6576"
"10383","Nammoku-mura, Kanra-gun, Gunma","群馬県 甘楽郡 南牧村","5893","5089","4387","3829","3340","2929","2423","1979","1611"
"10384","Kanra-machi, Kanra-gun, Gunma","群馬県 甘楽郡 甘楽町","13937","14055","14343","14481","14660","14313","13618","13200","12491"
"10421","Nakanojo-machi, Agatsuma-gun, Gunma","群馬県 吾妻郡 中之条町","22618","22451","21627","21056","20389","19398","18216","16850","15386"
"10424","Naganohara-machi, Agatsuma-gun, Gunma","群馬県 吾妻郡 長野原町","7237","7063","6878","7017","6939","6563","6017","5536","5095"
"10425","Tsumagoi-mura, Agatsuma-gun, Gunma","群馬県 吾妻郡 嬬恋村","10737","11056","10957","11135","10657","10858","10183","9780","8850"
"10426","Kusatsu-machi, Agatsuma-gun, Gunma","群馬県 吾妻郡 草津町","9341","8945","8620","8294","7702","7602","7160","6518","6049"
"10428","Takayama-mura, Agatsuma-gun, Gunma","群馬県 吾妻郡 高山村","4788","4079","4087","4088","4348","4351","3911","3674","3511"
"10429","Higashiagatsuma-machi, Agatsuma-gun, Gunma","群馬県 吾妻郡 東吾妻町","19975","19641","19169","18420","17689","16847","15622","14033","12728"
"10443","Katashina-mura, Tone-gun, Gunma","群馬県 利根郡 片品村","6134","6132","6109","6106","5929","5478","4904","4390","3993"
"10444","Kawaba-mura, Tone-gun, Gunma","群馬県 利根郡 川場村","3905","4064","4085","4273","4139","4179","3898","3647","3480"
"10448","Showa-mura, Tone-gun, Gunma","群馬県 利根郡 昭和村","8263","8341","8198","7962","7878","7783","7620","7347","6953"
"10449","Minakami-machi, Tone-gun, Gunma","群馬県 利根郡 みなかみ町","28123","27261","26540","26252","25079","23310","21345","19347","17195"
"10464","Tamamura-machi, Sawa-gun, Gunma","群馬県 佐波郡 玉村町","17643","20494","24423","34244","37522","38168","37536","36654","36054"
"10521","Itakura-machi, Ora-gun, Gunma","群馬県 邑楽郡 板倉町","16024","16002","15948","15533","15946","15865","15706","15015","14083"
"10522","Meiwa-machi, Ora-gun, Gunma","群馬県 邑楽郡 明和町","9815","10156","10390","11255","11474","11326","11209","11044","10882"
"10523","Chiyoda-machi, Ora-gun, Gunma","群馬県 邑楽郡 千代田町","10680","11377","11527","11758","11602","11620","11473","11318","10861"
"10524","Oizumi-machi, Ora-gun, Gunma","群馬県 邑楽郡 大泉町","31282","35925","39232","41100","41403","41466","40257","41202","42089"
"10525","Ora-machi, Ora-gun, Gunma","群馬県 邑楽郡 邑楽町","21869","24217","26380","27421","27512","27372","27023","26426","25522"
"11100","Saitama-shi, Saitama","埼玉県 さいたま市","879291","922757","1007569","1078545","1133300","1176314","1222434","1263979","1324025"
"11201","Kawagoe-shi, Saitama","埼玉県 川越市","259314","285437","304854","323353","330766","333795","342670","350745","354571"
"11202","Kumagaya-shi, Saitama","埼玉県 熊谷市","178610","189020","200246","205605","206446","204675","203180","198742","194415"
"11203","Kawaguchi-shi, Saitama","埼玉県 川口市","435310","458439","495120","504618","514545","538434","561506","578112","594274"
"11206","Gyoda-shi, Saitama","埼玉県 行田市","76960","83187","87014","90427","90530","88815","85786","82113","78617"
"11207","Chichibu-shi, Saitama","埼玉県 秩父市","76875","76275","75845","75618","73875","70563","66955","63555","59674"
"11208","Tokorozawa-shi, Saitama","埼玉県 所沢市","236476","275168","303040","320406","330100","336100","341924","340386","342464"
"11209","Hannou-shi, Saitama","埼玉県 飯能市","63902","69109","75794","83278","85886","84860","83549","80715","80361"
"11210","Kazo-shi, Saitama","埼玉県 加須市","86506","92228","100697","115198","117777","115497","115002","112229","111623"
"11211","Honjo-shi, Saitama","埼玉県 本庄市","72089","75449","78551","81662","82670","81957","81889","77881","78569"
"11212","Higashimatsuyama-shi, Saitama","埼玉県 東松山市","63889","70426","84394","93342","92929","91302","90099","91437","91791"
"11214","Kasukabe-shi, Saitama","埼玉県 春日部市","187913","207021","226449","238598","240924","238506","237171","232709","229792"
"11215","Sayama-shi, Saitama","埼玉県 狭山市","124029","144366","157309","162240","161460","158074","155727","152405","148699"
"11216","Hanyu-shi, Saitama","埼玉県 羽生市","48488","51504","53764","56035","57499","56693","56204","54874","52862"
"11217","Konosu-shi, Saitama","埼玉県 鴻巣市","86854","92971","107124","116421","120271","119594","119639","118072","116828"
"11218","Fukaya-shi, Saitama","埼玉県 深谷市","120931","129851","135927","143116","146562","146461","144618","143811","141268"
"11219","Ageo-shi, Saitama","埼玉県 上尾市","166243","178587","194947","206090","212947","220232","223926","225196","226940"
"11221","Soka-shi, Saitama","埼玉県 草加市","186618","194205","206132","217930","225018","236316","243855","247034","248304"
"11222","Koshigaya-shi, Saitama","埼玉県 越谷市","223241","253479","285259","298253","308307","315792","326313","337498","341621"
"11223","Warabi-shi, Saitama","埼玉県 蕨市","70876","70408","73620","72021","71063","70010","71502","72260","74283"
"11224","Toda-shi, Saitama","埼玉県 戸田市","78435","76960","87599","97571","108039","116696","123079","136150","140899"
"11225","Iruma-shi, Saitama","埼玉県 入間市","104034","118603","137585","144402","147909","148576","149872","148390","145651"
"11227","Asaka-shi, Saitama","埼玉県 朝霞市","90088","94431","103617","110789","119712","124393","129691","136299","141083"
"11228","Shiki-shi, Saitama","埼玉県 志木市","50925","58935","63491","64430","65076","67448","69611","72676","75346"
"11229","Wako-shi, Saitama","埼玉県 和光市","49713","55212","56890","62588","70170","76688","80745","80826","83989"
"11230","Niiza-shi, Saitama","埼玉県 新座市","119309","129287","138919","144726","149511","153305","158777","162122","166017"
"11231","Okegawa-shi, Saitama","埼玉県 桶川市","55747","61499","69029","73084","73967","73677","74711","73936","74748"
"11232","Kuki-shi, Saitama","埼玉県 久喜市","114920","125923","141400","151756","154292","154684","154310","152311","150582"
"11233","Kitamoto-shi, Saitama","埼玉県 北本市","50888","58114","63929","69929","69524","70126","68888","67409","65201"
"11234","Yashio-shi, Saitama","埼玉県 八潮市","62734","67635","72473","75322","74954","75507","82977","86717","93363"
"11235","Fujimi-shi, Saitama","埼玉県 富士見市","79591","85697","94864","96972","103247","104748","106736","108102","111859"
"11237","Misato-shi, Saitama","埼玉県 三郷市","98223","107964","128376","133600","131047","128278","131415","136521","142145"
"11238","Hasuda-shi, Saitama","埼玉県 蓮田市","45594","53991","59706","63920","64386","63474","63309","62380","61499"
"11239","Sakado-shi, Saitama","埼玉県 坂戸市","77335","87586","95740","98221","97381","98964","101700","101679","100275"
"11240","Satte-shi, Saitama","埼玉県 幸手市","49704","51462","54342","58172","56413","54006","54012","52524","50066"
"11241","Tsurugashima-shi, Saitama","埼玉県 鶴ヶ島市","35842","49381","63064","66208","67638","69783","69990","70255","70117"
"11242","Hidaka-shi, Saitama","埼玉県 日高市","43219","48227","53169","54884","53758","53619","57473","56520","54571"
"11243","Yoshikawa-shi, Saitama","埼玉県 吉川市","38894","43616","48935","52705","56673","60284","65298","69738","71979"
"11245","Fujimino-shi, Saitama","埼玉県 ふじみ野市","93467","94673","97974","96390","100118","101960","105695","110970","113597"
"11246","Shiraoka-shi, Saitama","埼玉県 白岡市","31624","34171","38319","43225","46999","48389","50272","51535","52214"
"11301","Ina-machi, Kitaadachi-gun, Saitama","埼玉県 北足立郡 伊奈町","21005","23867","27100","29792","32216","36535","42494","44442","44841"
"11324","Miyoshi-machi, Iruma-gun, Saitama","埼玉県 入間郡 三芳町","28978","31567","35067","35607","35752","37050","38706","38456","38434"
"11326","Moroyama-machi, Iruma-gun, Saitama","埼玉県 入間郡 毛呂山町","31197","34467","38746","39808","39711","39122","39054","37275","35366"
"11327","Ogose-machi, Iruma-gun, Saitama","埼玉県 入間郡 越生町","11361","11622","12497","13609","13718","13356","12537","11716","11029"
"11341","Namegawa-machi, Hiki-gun, Saitama","埼玉県 比企郡 滑川町","9295","10406","11566","12484","12836","15434","17323","18212","19732"
"11342","Ranzam-machi, Hiki-gun, Saitama","埼玉県 比企郡 嵐山町","16080","17204","18265","19706","19816","19479","18887","18341","17889"
"11343","Ogawa-machi, Hiki-gun, Saitama","埼玉県 比企郡 小川町","27045","29232","33709","37822","37301","35401","32913","31178","28524"
"11346","Kawajima-machi, Hiki-gun, Saitama","埼玉県 比企郡 川島町","17393","19865","21946","23134","23322","22906","22147","20788","19378"
"11347","Yoshimi-machi, Hiki-gun, Saitama","埼玉県 比企郡 吉見町","16107","17043","18991","21371","22246","22217","21079","19631","18192"
"11348","Hatoyama-machi, Hiki-gun, Saitama","埼玉県 比企郡 鳩山町","10301","13931","16812","17973","17008","15985","15305","14338","13560"
"11349","Tokigawa-machi, Hiki-gun, Saitama","埼玉県 比企郡 ときがわ町","11131","12497","13489","14251","13966","13271","12418","11492","10540"
"11361","Yokoze-machi, Chichibu-gun, Saitama","埼玉県 秩父郡 横瀬町","9511","9989","10073","10194","9782","9684","9039","8519","7979"
"11362","Minano-machi, Chichibu-gun, Saitama","埼玉県 秩父郡 皆野町","12817","12707","12571","12602","12199","11518","10888","10133","9302"
"11363","Nagatoro-machi, Chichibu-gun, Saitama","埼玉県 秩父郡 長瀞町","8908","8963","8906","8809","8560","8352","7908","7324","6807"
