"id_muni2015","name_muni2015_en","name_muni2015_jp","totalpop1980","totalpop1985","totalpop1990","totalpop1995","totalpop2000","totalpop2005","totalpop2010","totalpop2015","totalpop2020"
"1100","Sapporo-shi, Hokkaido","北海道 札幌市","1401757","1542979","1671742","1757025","1822368","1880863","1913545","1952356","1973395"
"1202","Hakodate-shi, Hokkaido","北海道 函館市","345165","342540","328493","318308","305311","294264","279127","265979","251084"
"1203","Otaru-shi, Hokkaido","北海道 小樽市","180728","172486","163211","157022","150687","142161","131928","121924","111299"
"1204","Asahikawa-shi, Hokkaido","北海道 旭川市","352619","363631","359071","360568","359536","355004","347095","339605","329306"
"1205","Muroran-shi, Hokkaido","北海道 室蘭市","150199","136208","117855","109766","103278","98372","94535","88564","82383"
"1206","Kushiro-shi, Hokkaido","北海道 釧路市","227234","226097","216423","209680","201566","190478","181169","174742","165077"
"1207","Obihiro-shi, Hokkaido","北海道 帯広市","153861","162932","167384","171715","173030","170580","168057","169327","166536"
"1208","Kitami-shi, Hokkaido","北海道 北見市","128229","131573","129725","131544","132125","129365","125689","121226","115480"
"1209","Yubari-shi, Hokkaido","北海道 夕張市","41715","31665","20969","17116","14791","13001","10922","8843","7334"
"1210","Iwamizawa-shi, Hokkaido","北海道 岩見沢市","93340","95862","93312","97042","96302","93677","90145","84499","79306"
"1211","Abashiri-shi, Hokkaido","北海道 網走市","44777","44283","44416","44176","43395","42045","40998","39077","35759"
"1212","Rumoi-shi, Hokkaido","北海道 留萌市","36626","35542","32429","30060","28325","26826","24457","22221","20114"
"1213","Tomakomai-shi, Hokkaido","北海道 苫小牧市","151967","158061","160118","169328","172086","172758","173320","172737","170113"
"1214","Wakkanai-shi, Hokkaido","北海道 稚内市","53471","51854","48232","45754","43774","41592","39595","36380","33563"
"1215","Bibai-shi, Hokkaido","北海道 美唄市","38552","37414","35176","33434","31183","29083","26034","23035","20413"
"1216","Ashibetsu-shi, Hokkaido","北海道 芦別市","32946","30017","25078","22931","21026","18899","16628","14676","12555"
"1217","Ebetsu-shi, Hokkaido","北海道 江別市","86349","90328","97201","115495","123877","125601","123722","120636","121056"
"1218","Akabira-shi, Hokkaido","北海道 赤平市","25467","22645","19409","17351","15753","14401","12637","11105","9698"
"1219","Mombetsu-shi, Hokkaido","北海道 紋別市","33860","32163","31078","30137","28476","26632","24750","23109","21215"
"1220","Shibetsu-shi, Hokkaido","北海道 士別市","32103","30459","28162","26403","24991","23411","21787","19914","17858"
"1221","Nayoro-shi, Hokkaido","北海道 名寄市","42222","41069","37194","34664","33328","31628","30591","29048","27282"
"1222","Mikasa-shi, Hokkaido","北海道 三笠市","23319","21511","17049","15116","13561","11927","10221","9076","8040"
"1223","Nemuro-shi, Hokkaido","北海道 根室市","42880","40675","36912","34934","33150","31202","29201","26917","24636"
"1224","Chitose-shi, Hokkaido","北海道 千歳市","66788","73610","78946","84866","88897","91437","93604","95648","97950"
"1225","Takikawa-shi, Hokkaido","北海道 滝川市","51192","52004","49591","48425","46861","45562","43170","41192","39490"
"1226","Sunagawa-shi, Hokkaido","北海道 砂川市","25355","24829","23152","21722","21072","20068","19056","17694","16486"
"1227","Utashinai-shi, Hokkaido","北海道 歌志内市","10178","9612","8279","6867","5941","5221","4387","3585","2989"
"1228","Fukagawa-shi, Hokkaido","北海道 深川市","35376","33833","30671","28770","27579","25838","23709","21909","20039"
"1229","Furano-shi, Hokkaido","北海道 富良野市","28499","27876","26665","26046","26112","25076","24259","22936","21131"
"1230","Noboribetsu-shi, Hokkaido","北海道 登別市","56503","58370","55571","56892","54761","53135","51526","49625","46391"
"1231","Eniwa-shi, Hokkaido","北海道 恵庭市","42911","48305","55615","62351","65239","67614","69384","69702","70331"
"1233","Date-shi, Hokkaido","北海道 伊達市","36309","36922","36652","36647","37139","37066","36278","34995","32826"
"1234","Kitahiroshima-shi, Hokkaido","北海道 北広島市","34148","40853","47758","53537","57731","60677","60353","59064","58171"
"1235","Ishikari-shi, Hokkaido","北海道 石狩市","40783","48015","53143","57706","59734","60104","59449","57436","56869"
"1236","Hokuto-shi, Hokkaido","北海道 北斗市","39096","39841","39741","43177","46804","48056","48032","46390","44302"
"1303","Tobetsu-cho, Ishikarishinkokyoku, Hokkaido","北海道 石狩振興局 当別町","17316","16507","15825","19672","20778","19982","18766","17278","15916"
"1304","Shinshinotsu-mura, Ishikarishinkokyoku, Hokkaido","北海道 石狩振興局 新篠津村","4144","4074","3811","3994","3940","3737","3515","3329","3044"
"1331","Matsumae-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 松前町","17524","16016","13546","12151","11108","10121","8748","7337","6260"
"1332","Fukushima-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 福島町","11613","10159","8111","7430","6795","5897","5114","4422","3794"
"1333","Shiriuchi-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 知内町","7363","7380","6383","6150","5832","5447","5074","4653","4167"
"1334","Kikonai-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 木古内町","9514","8916","7826","7171","6665","6024","5341","4547","3832"
"1337","Nanae-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 七飯町","21267","22607","23963","27040","28354","28424","28463","28120","27686"
"1343","Shikabe-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 鹿部町","5011","5107","4979","4822","4907","4919","4767","4226","3760"
"1345","Mori-machi, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 森町","23467","23017","22142","21006","20233","19149","17859","15946","14338"
"1346","Yakumo-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 八雲町","26359","25621","23781","22315","21438","20131","18896","17252","15826"
"1347","Oshamambe-cho, Oshimasogoshinkokyoku, Hokkaido","北海道 渡島総合振興局 長万部町","11004","10252","9127","8807","8032","7003","6386","5926","5109"
"1361","Esashi-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 江差町","13930","13313","12234","11301","10959","10131","9004","8248","7428"
"1362","Kaminokuni-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 上ノ国町","8803","8522","7747","7292","7152","6417","5428","4876","4306"
"1363","Assabu-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 厚沢部町","6862","6330","5755","5385","5105","4775","4409","4049","3592"
"1364","Otobe-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 乙部町","7031","6719","6011","5422","5143","4816","4408","3906","3403"
"1367","Okushiri-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 奥尻町","5490","5069","4604","4301","3921","3643","3033","2690","2410"
"1370","Imakane-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 今金町","9241","8431","7710","7214","6906","6466","6186","5628","5072"
"1371","Setana-cho, Hiyamashinkokyoku, Hokkaido","北海道 檜山振興局 せたな町","16051","15144","13389","12446","11842","10748","9590","8473","7398"
"1391","Shimamaki-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 島牧村","3138","2767","2502","2301","2224","1996","1781","1499","1356"
"1392","Suttsu-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 寿都町","5925","5497","4858","4405","4114","3744","3443","3137","2838"
"1393","Kuromatsunai-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 黒松内町","4532","4214","3927","3875","3608","3457","3250","3082","2791"
"1394","Rankoshi-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 蘭越町","8055","7553","6986","6450","6215","5802","5292","4843","4568"
"1395","Niseko-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 ニセコ町","4567","4593","4511","4641","4553","4669","4823","4958","5074"
"1396","Makkari-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 真狩村","3140","3028","2826","2649","2536","2354","2189","2103","2045"
"1397","Rusutsu-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 留寿都村","2075","2171","2369","2388","2227","2165","2034","1907","1911"
"1398","Kimobetsu-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 喜茂別町","4085","3749","3240","3029","2843","2707","2490","2294","2156"
"1399","Kyogoku-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 京極町","4276","4125","3775","3489","3505","3583","3811","3187","2941"
"1400","Kutchan-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 倶知安町","18893","18892","18030","17078","16184","16176","15568","15018","15129"
"1401","Kyowa-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 共和町","7931","8282","7691","7430","7249","7112","6428","6224","5772"
"1402","Iwanai-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 岩内町","22373","20892","19372","17895","16726","15744","14451","13042","11648"
"1403","Tomari-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 泊村","2788","2640","2376","2128","2040","2185","1883","1771","1569"
"1404","Kamoenai-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 神恵内村","2014","1797","1596","1481","1325","1319","1122","1004","870"
"1405","Shakotan-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 積丹町","4910","4271","4012","3648","3149","2860","2516","2115","1831"
"1406","Furubira-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 古平町","5901","5456","4967","4654","4318","4021","3611","3188","2745"
"1407","Niki-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 仁木町","5467","4959","4595","4293","4111","3967","3800","3498","3180"
"1408","Yoichi-cho, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 余市町","26632","26213","25266","24485","23685","22734","21258","19607","18000"
"1409","Akaigawa-mura, Shiribeshisogoshinkokyoku, Hokkaido","北海道 後志総合振興局 赤井川村","1485","1460","1470","1552","1512","1310","1262","1121","1165"
"1423","Namporo-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 南幌町","5444","5755","5665","9020","9792","9564","8778","7927","7319"
"1424","Naie-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 奈井江町","8648","8634","8075","7667","7309","6836","6194","5674","5120"
"1425","Kamisunagawa-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 上砂川町","10790","9459","6440","5852","5171","4770","4086","3479","2841"
"1427","Yuni-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 由仁町","9000","8426","7809","7250","6910","6477","5896","5314","4822"
"1428","Naganuma-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 長沼町","13354","12921","12282","12293","12452","12401","11691","11076","10289"
"1429","Kuriyama-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 栗山町","17482","16860","16101","15604","14847","14352","13340","12344","11272"
"1430","Tsukigata-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 月形町","5427","5879","5537","5310","5144","4785","4859","4577","3691"
"1431","Urausu-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 浦臼町","3654","3400","3058","2854","2643","2417","2206","1985","1732"
"1432","Shintotsukawa-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 新十津川町","9429","9111","8787","8363","8067","7684","7249","6831","6484"
"1433","Moseushi-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 妹背牛町","6136","5583","5002","4508","4232","3943","3462","3091","2693"
"1434","Chippubetsu-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 秩父別町","4163","4003","3735","3544","3268","3003","2730","2513","2329"
"1436","Uryu-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 雨竜町","4147","4105","3981","3825","3601","3316","3049","2749","2389"
"1437","Hokuryu-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 北竜町","3569","3266","3009","2785","2562","2376","2193","1981","1724"
"1438","Numata-cho, Sorachisogoshinkokyoku, Hokkaido","北海道 空知総合振興局 沼田町","6207","5640","5206","4745","4373","4041","3612","3181","2909"
"1452","Takasu-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 鷹栖町","7509","7317","6930","6871","7165","7261","7345","7018","6567"
"1453","Higashikagura-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 東神楽町","5425","5669","5763","7676","8127","9194","9292","10233","10127"
"1454","Toma-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 当麻町","9619","9044","8383","7893","7643","7473","7087","6689","6319"
"1455","Pippu-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 比布町","5806","5457","5004","4683","4576","4340","4042","3777","3520"
"1456","Aibetsu-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 愛別町","5815","5363","4735","4322","4065","3739","3328","2976","2605"
"1457","Kamikawa-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 上川町","9302","8018","6668","6285","5718","5176","4532","4044","3500"
"1458","Higashikawa-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 東川町","7774","7760","7418","7211","7671","7701","7859","8111","8314"
"1459","Biei-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 美瑛町","14826","13975","12769","12106","11902","11628","10956","10292","9668"
"1460","Kamifurano-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 上富良野町","14441","14127","13265","12881","12809","12352","11545","10826","10348"
"1461","Nakafurano-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 中富良野町","7039","6723","6331","5931","5833","5707","5477","5069","4733"
"1462","Minamifurano-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 南富良野町","4530","3976","3650","3331","3236","2947","2814","2555","2376"
"1463","Shimukappu-mura, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 占冠村","1601","2097","2721","2104","1873","1819","1394","1211","1306"
"1464","Wassamu-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 和寒町","6696","6335","5623","5002","4710","4238","3832","3596","3192"
"1465","Kembuchi-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 剣淵町","5481","5111","4703","4466","4158","3952","3565","3228","2926"
"1468","Shimokawa-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 下川町","7173","5730","5065","4747","4413","4146","3775","3547","3126"
"1469","Bifuka-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 美深町","8350","7889","7103","6540","6040","5512","5178","4659","4145"
"1470","Otoineppu-mura, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 音威子府村","2100","2068","1584","1480","1334","1070","995","832","706"
"1471","Nakagawa-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 中川町","3559","3235","2788","2602","2464","2106","1907","1767","1528"
"1472","Horokanai-cho, Kamikawasogoshinkokyoku, Hokkaido","北海道 上川総合振興局 幌加内町","3740","3182","2633","2414","2217","1952","1710","1525","1370"
"1481","Mashike-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 増毛町","8319","8011","7166","6652","6167","5708","5078","4497","3908"
"1482","Obira-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 小平町","6474","6012","5334","4855","4566","4272","3717","3336","2994"
"1483","Tomamae-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 苫前町","6528","5748","5251","4868","4645","4202","3656","3265","2936"
"1484","Haboro-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 羽幌町","13254","12256","10944","10102","9364","8740","7964","7327","6548"
"1485","Shosambetsu-mura, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 初山別村","2444","2237","2057","1928","1764","1511","1369","1217","1080"
"1486","Embetsu-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 遠別町","5375","4900","4414","3912","3683","3421","3084","2806","2520"
"1487","Teshio-cho, Rumoishinkokyoku, Hokkaido","北海道 留萌振興局 天塩町","6281","5692","5340","4931","4542","4030","3780","3243","2950"
"1511","Sarufutsu-mura, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 猿払村","3358","3374","3206","3121","2980","2940","2825","2684","2611"
"1512","Hamatombetsu-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 浜頓別町","6503","6117","5573","5224","4957","4582","4168","3881","3448"
"1513","Nakatombetsu-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 中頓別町","4203","3610","3056","2754","2518","2289","1974","1757","1637"
"1514","Esashi-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 枝幸町","13633","12932","11819","11144","10509","9815","9125","8437","7565"
"1516","Toyotomi-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 豊富町","6723","6314","5947","5504","5220","4850","4378","4054","3974"
"1517","Rebun-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 礼文町","5990","5724","5121","4375","3856","3410","3078","2773","2509"
"1518","Rishiri-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 利尻町","5828","5352","4714","4104","3417","2951","2590","2303","2004"
"1519","Rishirifuji-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 利尻富士町","6028","5520","5110","4398","3536","3239","3037","2787","2458"
"1520","Horonobe-cho, Soyasogoshinkokyoku, Hokkaido","北海道 宗谷総合振興局 幌延町","4253","3850","3327","3095","2835","2784","2677","2447","2371"
"1543","Bihoro-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 美幌町","26534","26686","25680","24716","23905","22819","21575","20296","18697"
"1544","Tsubetsu-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 津別町","9685","8972","8061","7380","6789","6222","5646","5008","4373"
"1545","Shari-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 斜里町","15795","15955","15182","14634","14066","13431","13045","12231","11418"
"1546","Kiyosato-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 清里町","6774","6355","6204","5705","5437","5025","4551","4221","3883"
"1547","Koshimizu-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 小清水町","7836","7347","6758","6422","6126","5753","5358","5085","4623"
"1549","Kunneppu-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 訓子府町","7773","7654","7196","6736","6317","5981","5435","5100","4677"
"1550","Oketo-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 置戸町","6430","5601","4901","4451","4110","3699","3428","3092","2775"
"1552","Saroma-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 佐呂間町","8666","8389","7801","7252","6666","6393","5892","5362","4875"
"1555","Engaru-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 遠軽町","30428","29444","26735","25769","24844","23648","22265","20873","19241"
"1559","Yubetsu-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 湧別町","14326","13702","12692","12042","11423","10758","10041","9231","8270"
"1560","Takinoue-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 滝上町","5673","5026","4499","4084","3799","3366","3028","2721","2421"
"1561","Okoppe-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 興部町","6628","6320","5695","5277","4965","4589","4301","3909","3628"
"1562","Nishiokoppe-mura, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 西興部村","1609","1446","1310","1253","1314","1224","1135","1116","1053"
"1563","Omu-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 雄武町","7041","6567","6357","5976","5778","5507","4939","4525","4199"
"1564","Ozora-cho, Ohotsukusogoshinkokyoku, Hokkaido","北海道 オホーツク総合振興局 大空町","9565","9429","9238","8992","8946","8392","7933","7360","6775"
"1571","Toyora-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 豊浦町","6424","6112","5790","6121","5286","4771","4528","4291","3821"
"1575","Sobetsu-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 壮瞥町","4292","4343","4123","3866","3748","3473","3232","2922","2743"
"1578","Shiraoi-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 白老町","24168","24353","23229","22414","21662","20748","19376","17740","16212"
"1581","Atsuma-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 厚真町","6817","6603","6183","5734","5438","5240","4890","4838","4432"
"1584","Toyako-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 洞爺湖町","14401","13749","13113","12805","10622","11343","10132","9299","8442"
"1585","Abira-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 安平町","11258","10526","9519","9484","9438","9131","8726","8148","7340"
"1586","Mukawa-cho, Iburisogoshinkokyoku, Hokkaido","北海道 胆振総合振興局 むかわ町","14591","14068","12871","11967","11197","10602","9746","8596","7651"
"1601","Hidaka-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 日高町","18875","18267","16976","16556","15783","14730","13615","12378","11279"
"1602","Biratori-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 平取町","8494","7767","7352","6883","6503","6173","5596","5315","4776"
"1604","Niikappu-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 新冠町","7634","7277","6947","6478","6204","6034","5775","5592","5309"
"1607","Urakawa-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 浦河町","19408","18808","17862","17186","16634","15698","14389","13075","12074"
"1608","Samani-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 様似町","7986","7745","7159","6686","6210","5711","5114","4518","4043"
"1609","Erimo-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 えりも町","7520","7456","7034","6811","6248","5796","5413","4906","4374"
"1610","Shinhidaka-cho, Hidakashinkokyoku, Hokkaido","北海道 日高振興局 新ひだか町","33190","32610","30262","29337","28438","27265","25419","23231","21517"
"1631","Otofuke-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 音更町","31134","33970","33977","37528","39201","42452","45085","44807","43576"
"1632","Shihoro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 士幌町","6979","7044","7149","7010","6839","6755","6416","6132","5848"
"1633","Kamishihoro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 上士幌町","7571","7042","6380","5936","5634","5229","5080","4765","4778"
"1634","Shikaoi-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 鹿追町","6744","6480","6307","6089","5910","5876","5702","5542","5266"
"1635","Shintoku-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 新得町","9502","9008","8412","7822","7657","7243","6653","6288","5817"
"1636","Shimizu-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 清水町","13352","13281","12033","11325","10988","10464","9961","9599","9094"
"1637","Memuro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 芽室町","16580","16731","16577","16604","17586","18300","18905","18484","18048"
"1638","Nakasatsunai-mura, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 中札内村","3785","4101","4277","4319","4116","3983","4006","3966","3884"
"1639","Sarabetsu-mura, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 更別村","3624","3571","3433","3350","3291","3326","3391","3185","3080"
"1641","Taiki-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 大樹町","8356","8118","7483","7075","6711","6407","5977","5738","5420"
"1642","Hiro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 広尾町","11512","11285","10346","9593","8975","8325","7881","7030","6387"
"1643","Makubetsu-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 幕別町","22390","23497","23408","24240","26080","26868","26547","26760","25766"
"1644","Ikeda-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 池田町","11902","11255","9809","9093","8710","8193","7527","6882","6294"
"1645","Toyokoro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 豊頃町","5779","5541","5050","4519","4164","3732","3394","3182","3022"
"1646","Hombetsu-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 本別町","13253","12534","11484","10336","10021","9072","8275","7358","6618"
"1647","Ashoro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 足寄町","12667","11586","10289","9522","8871","8317","7630","6990","6563"
"1648","Rikubetsu-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 陸別町","5002","4466","3902","3429","3228","2956","2650","2482","2264"
"1649","Urahoro-cho, Tokachisogoshinkokyoku, Hokkaido","北海道 十勝総合振興局 浦幌町","9693","9258","8395","7621","6846","6068","5460","4919","4387"
"1661","Kushiro-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 釧路町","13123","15942","19008","21986","22478","21855","20526","19833","19105"
"1662","Akkeshi-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 厚岸町","15940","15417","14093","13076","12307","11525","10630","9778","8892"
"1663","Hamanaka-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 浜中町","9243","8921","8395","7866","7335","7005","6511","6061","5507"
"1664","Shibecha-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 標茶町","12297","11633","10701","10015","9388","8936","8285","7742","7230"
"1665","Teshikaga-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 弟子屈町","12206","11796","10630","9954","9493","9023","8278","7758","6955"
"1667","Tsurui-mura, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 鶴居村","2638","2856","2829","2759","2728","2672","2627","2534","2558"
"1668","Shiranuka-cho, Kushirosogoshinkokyoku, Hokkaido","北海道 釧路総合振興局 白糠町","14514","14105","13301","12307","11359","10397","9294","8068","7289"
"1691","Betsukai-cho, Nemuroshinkokyoku, Hokkaido","北海道 根室振興局 別海町","19035","18533","18297","17549","16910","16460","15855","15273","14380"
"1692","Nakashibetsu-cho, Nemuroshinkokyoku, Hokkaido","北海道 根室振興局 中標津町","21187","21675","21900","22326","23179","23792","23982","23774","23010"
"1693","Shibetsu-cho, Nemuroshinkokyoku, Hokkaido","北海道 根室振興局 標津町","7730","7577","7310","7087","6298","6063","5646","5242","5023"
"1694","Rausu-cho, Nemuroshinkokyoku, Hokkaido","北海道 根室振興局 羅臼町","8299","8065","7805","7471","6956","6540","5885","5415","4722"
"2201","Aomori-shi, Aomori","青森県 青森市","309768","316047","308782","314917","318732","311508","299520","287648","275192"
"2202","Hirosaki-shi, Aomori","青森県 弘前市","192291","192989","191217","194197","193217","189043","183473","177411","168466"
"2203","Hachinohe-shi, Aomori","青森県 八戸市","245617","248691","247983","249358","248608","244700","237615","231257","223415"
"2204","Kuroishi-shi, Aomori","青森県 黒石市","40755","40501","39213","39004","39059","38455","36132","34284","31946"
